,Price[NIS],Property_type,City,Address,Rooms,Floor,Area[m^2],Parking_spots
1936,1570000,Apartment,Holon,Mendele Mocher Sforim St. ,5.0,3.0,113,0
1937,1450000,Apartment,Holon,Shmuel ha-Nagid St. ,3.0,2.0,70,0
1938,2380000,Penthouse,Holon,Yehoshua Hankin St.  35,3.0,7.0,75,2
1939,1650000,Apartment,Holon,Ben Zion Israeli St. ,3.5,1.0,85,1
1940,1670000,Apartment,Holon,Zalman Aran St.  13,3.5,2.0,80,1
1941,1860000,Apartment,Holon,Bialik St.  91,4.0,2.0,85,1
1942,1420000,Apartment,Bat Yam,Yisrael Ben Tsiyon St.  19,3.0,2.0,73,1
1943,1390000,Apartment,Holon,Yehoshua Hankin St.  79,3.0,1.0,75,0
1944,1290000,Apartment,Holon,Henrietta Szold St.  14,2.5,1.0,55,0
1945,1890000,Apartment,Holon,Ha-Histadrut St.  58,4.0,6.0,90,1
1946,1660000,Apartment,Holon,Mohiliver St.  41,4.0,2.0,83,1
1947,1250000,Apartment,Holon,Sderot Dov Hoz  52,2.0,2.0,70,0
1948,1320000,Apartment,Holon,Eliyahu Krauze St. ,3.0,4.0,72,0
1949,1370000,Apartment,Holon,Zion Gate St. ,2.5,2.0,58,0
1950,2600000,Rooftop apt,Holon,Kiryat Shmona St.  17,5.0,5.0,100,1
1951,3150000,Penthouse,Holon,Ekhad be-Mai St.  15,4.0,5.0,120,2
1952,1480000,Apartment,Bat Yam,Ha-Neviim St.  15,3.0,3.0,65,1
1953,1500000,Duplex,Bnei Ayish,Ha-Vered St.  13,4.0,4.0,100,1
1954,1250000,Apartment,Rishon LeTsiyon,Sderot Zalman Shneur ,2.5,3.0,55,0
1955,1570000,Apartment,Rishon LeTsiyon,Dror St. ,4.0,2.0,90,1
1956,1690000,Apartment,Beer Yaakov,Sa Nes St.  2,3.0,3.0,78,1
1957,2040000,Apartment,Rishon LeTsiyon,Negba St. ,5.0,5.0,107,1
1958,3250000,Apartment,Jerusalem,Jaffa St.  155,3.5,11.0,88,1
1959,1420000,Duplex,Ariel,Sheshet ha-Yamim St.  16,5.5,2.0,118,1
1960,2500000,Apartment,Rishon LeTsiyon,Kheil ha-Avir St. ,4.0,13.0,120,1
1961,2150000,Penthouse,Rishon LeTsiyon,Ha-Psanter St. ,3.0,2.0,70,1
1962,2800000,Apartment,Rishon LeTsiyon,Margolin St. ,5.0,2.0,142,1
1963,2100000,Apartment,Bat Yam,Yohanan HaSandlar St. ,3.0,18.0,80,1
1964,2420000,Apartment,Bat Yam,Yohanan HaSandlar St.  6,3.0,26.0,88,1
1965,3800000,Rooftop apt,Rishon LeTsiyon,Margolin St. ,6.0,6.0,160,1
1966,1760000,Apartment,Rishon LeTsiyon,Ha-Tsofim St. ,3.0,1.0,80,0
1967,3550000,Apartment,Rishon LeTsiyon,HaAluf David St. ,6.0,4.0,146,2
1968,1670000,Apartment,Rishon LeTsiyon,Mordehai Popel St. ,4.5,8.0,120,1
1969,2600000,Apartment,Bat Yam,Yohanan HaSandlar St. ,4.0,18.0,108,1
1970,2150000,Penthouse,Holon,Yehoshua Rabinovich St.  39,5.0,8.0,180,0
1971,1250000,Apartment,Bat Yam,Arlozorov St.  3,2.0,3.0,60,0
1972,1390000,Apartment,Holon,Eilat St.  43,3.0,4.0,80,1
1973,1370000,Apartment,Bat Yam,Ha-Hagana St.  26,2.5,1.0,60,0
1974,1240000,Apartment,Holon,Ben Zion Israeli St. ,2.5,3.0,58,1
1975,1650000,Apartment,Holon,Alufei Tsahal St.  36,4.0,1.0,80,0
1976,1560000,Apartment,Bat Yam,Eli Cohen St.  4,4.0,9.0,94,0
1977,1370000,Apartment,Bat Yam,HaHashmonaim St. ,3.5,3.0,75,0
1978,1240000,Apartment,Bat Yam,Yerushalayim St.  79,2.5,1.0,65,0
1979,2090000,Apartment,Tel Aviv-Yafo,Shaked St.  15,4.0,6.0,85,1
1980,2690000,Apartment,Holon,Naomi Shemer St.  6,5.0,1.0,120,2
1981,2690000,Apartment,Holon,Reuven Barkat St.  23,5.0,2.0,140,2
1982,1290000,Apartment,Holon,Yermiyahu St.  21,3.0,1.0,65,0
1983,1190000,Apartment,Bat Yam,Berl Katzenelson St.  84,2.5,4.0,65,0
1984,1660000,Apartment,Tel Aviv-Yafo,leyvik St.  8,3.5,2.0,85,0
1985,1520000,Apartment,Holon,Tseelim St.  26,3.0,2.0,80,0
1986,1195000,Apartment,Holon,Arba Aratsot St.  20,3.0,1.0,60,0
1987,1950000,Rooftop apt,Petah Tikva,Doctor Shifer St. ,4.0,4.0,100,1
1988,1090000,Apartment,Petah Tikva,Hovevei Tsiyon St. ,2.0,3.0,60,0
1989,1300000,Apartment,Ashdod,Mevo HaNarkis  11,3.0,3.0,84,0
1990,1300000,Apartment,Ashdod,Mevo HaNarkis  11,3.0,3.0,84,0
1991,1760000,Apartment,Petah Tikva,HaTsanhanim St.  33,4.0,4.0,88,1
1992,2450000,Apartment,Jerusalem,Rivka St.  22,4.0,4.0,90,1
1993,1590000,Apartment,Bat Yam,Zamenhoff St.  15,3.0,3.0,85,1
1994,2065555,Apartment,Ramat Gan,Sderot Yerushalayim  6,3.0,2.0,56,1
1995,2150000,Apartment,Yehud-Monosson,Herzl St.  10,4.0,5.0,116,2
1996,2499000,Apartment,Tel Aviv-Yafo,Mahal St.  18,5.0,1.0,115,1
1997,3490000,Cottage/house,Tel Aviv-Yafo,Negba St.  20,4.0,1.0,140,1
1998,1700000,Apartment,Tel Aviv-Yafo,Givati St.  6,3.0,3.0,67,0
1999,2190000,Garden apt,Tel Aviv-Yafo,Givati St. ,4.0,0.0,125,0
2000,1889000,Apartment,Ramat Gan,Tiferet Israel St.  1,4.0,1.0,80,1
2001,2900000,Garden apt,Tel Aviv-Yafo,Dimona St.  28,4.0,0.0,100,0
2002,2190000,Garden apt,Tel Aviv-Yafo,HaShalom Road ,3.0,0.0,124,2
2003,2095000,Apartment,Bat Yam,HaRav Tsvi Yehuda St.  7,4.5,1.0,100,1
2004,2500000,Rooftop apt,Holon,Rabbi Akiva St. ,5.0,2.0,120,0
2005,1670000,Apartment,Rishon LeTsiyon,Sheinkin St. ,4.0,4.0,115,0
2006,14000000,Villa,Tel Aviv-Yafo,Ha-Hermon St.  20,7.0,3.0,240,2
2007,4250000,Apartment,Tel Aviv-Yafo,Carlebach St.  4,4.0,12.0,103,1
2008,3400000,Apartment,Tel Aviv-Yafo,Sasha Argov St.  21,3.0,2.0,76,1
2009,7200000,Triplex,Tel Aviv-Yafo,Avigdor Steimatski St.  6,4.0,10.0,180,4
2010,3890000,Apartment,Tel Aviv-Yafo,Yasha Hefetz St.  12,4.0,6.0,95,2
2011,8200000,Apartment,Tel Aviv-Yafo,Leonardo da Vinci St.  20,5.0,15.0,119,1
2012,5100000,Apartment,Tel Aviv-Yafo,Yasha Hefetz St.  9,4.0,4.0,120,1
2013,3890000,Apartment,Tel Aviv-Yafo,Dizengoff St.  336,3.0,5.0,75,0
2014,6850000,Duplex,Tel Aviv-Yafo,Marc Chagall St.  12,5.0,7.0,153,2
2015,8490000,Mini penthouse,Tel Aviv-Yafo,Yehezkel Streichman St.  18,5.0,7.0,221,2
2016,8900000,Apartment,Tel Aviv-Yafo,Netiv HaMazalot  26,4.0,1.0,170,0
2017,5350000,Apartment,Tel Aviv-Yafo,Kdoshei ha-Shoa St.  26,4.0,1.0,134,2
2018,3100000,Apartment,Tel Aviv-Yafo,Derech Menachem Begin  150,2.5,22.0,72,1
2019,16500000,Apartment,Tel Aviv-Yafo,Ha-Rav Nisim St.  9,5.0,27.0,187,2
2020,7500000,Apartment,Tel Aviv-Yafo,Nissim Aloni St.  12,3.5,3.0,140,2
2021,3780000,Apartment,Tel Aviv-Yafo,Sasha Argov St.  8,5.0,1.0,120,2
2022,6350000,Apartment,Tel Aviv-Yafo,Yunitsman St.  2,5.0,3.0,140,2
2023,3850000,Apartment,Tel Aviv-Yafo,HaMaccabi St.  11,3.0,3.0,80,0
2024,9200000,Penthouse,Tel Aviv-Yafo,Ha-Hermon St.  1,5.0,3.0,180,1
2025,4600000,Apartment,Tel Aviv-Yafo,HaHashmonaim St.  100,4.0,9.0,990,1
2026,4980000,Mini penthouse,Tel Aviv-Yafo,Rama St.  2,5.0,26.0,126,2
2027,1300000,Apartment,Holon,Arba Aratsot St.  14,3.0,3.0,55,0
2028,1670000,Rooftop apt,Holon,Beit Shearim St.  4,4.0,4.0,80,0
2029,2700000,Triplex,Petah Tikva,Trumpeldor St.  31,7.0,2.0,130,2
2030,2290000,Apartment,Holon,Givat HaTahmoshet St.  12,5.0,4.0,120,2
2031,1650000,Apartment,Holon,Yermiyahu St. ,4.0,4.0,85,0
2032,3150000,Rooftop apt,Holon,Mifrats Shlomo St. ,6.0,5.0,150,2
2033,1990000,Apartment,Beer Yaakov,Sa Nes St. ,4.0,7.0,100,1
2034,3260000,Cottage/house,Rehovot,Yahalom St. ,5.0,2.0,145,1
2035,1450000,Apartment,Ramla,Sapir St.  2,4.0,4.0,96,1
2036,1320000,Apartment,Bat Yam,Balfour St.  100,3.0,4.0,75,0
2037,2260000,Apartment,Rehovot,Ha-Nasi ha-Rishon St. ,4.0,9.0,100,1
2038,2100000,Apartment,Rehovot,Yehiel Paldi St.  1,4.0,4.0,100,2
2039,1590000,Apartment,Bat Yam,Masaryk St. ,2.5,2.0,69,1
2040,2125000,Apartment,Rishon LeTsiyon,Meonot Brakha St. ,4.0,5.0,98,1
2041,2870000,Apartment,Rishon LeTsiyon,Shimshon Zelig St.  5,5.0,2.0,126,1
2042,2480000,Cottage/house,Ariel,Nave Shaanan St.  76,6.5,2.0,178,2
2043,1600000,Cottage/house,Ari'el,Avner St  8,5.0,1.0,135,1
2044,1700000,Garden apt,Ari'el,Derech Efrata  14,4.5,0.0,110,0
2045,1650000,Garden apt,Ari'el,Yefe Nof St.  7,4.5,0.0,105,1
2046,2150000,Cottage/house,אריאל,HaGalil St.  28,5.0,1.0,130,1
2047,1520000,Garden apt,אריאל,Derech HaTsiyonut  26,5.5,0.0,100,0
2048,1700000,Cottage/house,Ari'el,Avner  10,4.5,1.0,110,1
2049,1150000,Apartment,Ari'el,Sheshet ha-Yamim St.  19,3.0,2.0,80,0
2050,2050000,Cottage/house,Ari'el,האצ״ל  28,5.0,2.0,150,0
2051,1380000,Garden apt,Ari'el,Ha-Kalaniyot St.  1,4.0,0.0,90,0
2052,1679000,Apartment,Bat Yam,Sokolov St. ,3.0,4.0,75,1
2053,1690000,Apartment,Bat Yam,Masaryk St. ,3.0,4.0,75,1
2054,2690000,Penthouse,Bat Yam,Masaryk St. ,4.0,6.0,135,1
2055,3190000,Penthouse,Bat Yam,Masaryk St. ,5.0,6.0,213,2
2056,1295000,Apartment,Rishon LeTsiyon,Aharon Kron St. ,3.0,4.0,97,1
2057,2145000,Apartment,Rishon LeTsiyon,Tiomkin St. ,4.5,6.0,119,1
2058,2550000,Apartment,Rishon LeTsiyon,Pola Ben Gurion St. ,4.0,9.0,101,2
2059,1900000,Apartment,Rishon LeTsiyon,Lavontin St. ,4.5,3.0,107,1
2060,2200000,Apartment,Rishon LeTsiyon,A.D. Gordon St. ,5.5,4.0,127,1
2061,2400000,Apartment,Rishon LeTsiyon,Meir Vinik St. ,5.0,5.0,126,1
2062,1595000,Apartment,Rishon LeTsiyon,Abarbanel St. ,3.5,6.0,80,1
2063,1395000,Apartment,Rishon LeTsiyon,Tiomkin St. ,2.0,11.0,50,2
2064,1650000,Apartment,Rishon LeTsiyon,Dror St. ,5.0,1.0,105,1
2065,1990000,Apartment,Rishon LeTsiyon,Rambam St. ,5.0,1.0,103,1
2066,2000000,Apartment,Rehovot,Derekh Yavne ,4.0,1.0,100,1
2067,1850000,Duplex,Ramla,Moshe Tsdaka St. ,4.0,6.0,120,1
2068,1850000,Apartment,Rishon LeTsiyon,Tsadi Gimel Banot St. ,4.0,3.0,90,1
2069,1790000,Apartment,Tel Aviv-Yafo,Yefet St. ,3.0,3.0,80,0
2070,3690000,Cottage/house,Holon,Ezra St.  13,7.0,4.0,250,2
2071,1600000,Apartment,Rehovot,Menahem MashaShvili St.  11,4.0,2.0,80,1
2072,850000,Apartment,Petah Tikva,Yehuda Leib Pinsker St.  29,1.5,1.0,30,0
2073,1430000,Apartment,Bat Yam,Balfour St. ,2.5,2.0,70,0
2074,4800000,Cottage/house,Holon,Yoav St. ,5.0,3.0,190,1
2075,1420000,Apartment,Bat Yam,Mendele Mocher Sforim St. ,3.0,4.0,70,0
2076,2050000,Apartment,Bat Yam,Rothschild St. ,4.5,1.0,110,0
2077,1450000,Apartment,Bat Yam,Zamenhoff St. ,3.5,1.0,80,0
2078,1119000,Apartment,Bat Yam,Ha-Rav Herzog St. ,2.0,2.0,55,0
2079,1500000,Duplex,Rishon LeTsiyon,Kaliv St.  3,5.5,3.0,116,0
2080,1690000,Apartment,Rishon LeTsiyon,David Remez St.  1,3.0,4.0,120,0
2081,1800000,Apartment,Rishon LeTsiyon,Shivat Tsiyon St.  29,4.0,4.0,85,1
2082,2550000,Rooftop apt,Rishon LeTsiyon,HaGdud Haivri St.  61,5.5,4.0,186,1
2083,2520000,Apartment,Beer Yaakov,Bareket St. ,5.0,3.0,120,2
2084,1870000,Duplex,Kiryat Ekron,HaNurit St.  10,5.5,2.0,115,1
2085,2750000,Triplex,Rishon LeTsiyon,Tsadi Gimel Banot St.  20,5.5,3.0,180,1
2086,1990000,Apartment,Rishon LeTsiyon,Nordau St.  38,4.0,4.0,92,1
2087,1930000,Apartment,Rosh Haayin,Ben Gurion Boulevard ,4.5,0.0,130,4
2088,4730000,Penthouse,Ramat Hasharon,Ussishkin St.  58,4.0,4.0,1474,2
2089,1725000,Apartment,Tel Aviv-Yafo,Nakhum Sokolov St.  74,1.0,0.0,26,0
2090,1420000,Apartment,Lod,Barak St.  20,4.0,7.0,95,1
2091,1895000,Duplex,Ari'el,Ha-Arava St.  51,5.0,4.0,136,2
2092,1725000,Apartment,Tel Aviv-Yafo,Nakhum Sokolov St.  74,1.0,0.0,26,0
2093,1950000,Apartment,Tel Aviv-Yafo,Menahem Arber St.  2,4.0,3.0,85,0
2094,1590000,Apartment,Ashdod,HaNurit St.  9,3.5,4.0,105,1
2095,3090000,Apartment,Jerusalem,Hashofet Haim Cohen St.  8,5.0,20.0,115,2
2096,4400000,Apartment,Tel Aviv-Yafo,Dafna St. ,3.0,3.0,87,0
2097,7720000,Penthouse,Tel Aviv-Yafo,Feibel St. ,5.0,5.0,128,1
2098,13150000,Penthouse,Tel Aviv-Yafo,Remez St. ,4.0,7.0,217,2
2099,4250000,Apartment,Tel Aviv-Yafo,Zlocisti St. ,3.0,10.0,73,1
2100,4645000,Apartment,Tel Aviv-Yafo,Khevra Khadasha St. ,4.0,2.0,100,1
2101,7500000,Penthouse,Tel Aviv-Yafo,Moshe Sharet St. ,4.0,6.0,95,1
2102,5485000,Apartment,Tel Aviv-Yafo,Belkind St. ,4.0,5.0,117,1
2103,6280000,Apartment,Tel Aviv-Yafo,Sderot Levi Eshkol ,6.0,5.0,143,2
2104,4900000,Apartment,Tel Aviv-Yafo,Ruppin St. ,4.0,3.0,98,0
2105,3950000,Apartment,Tel Aviv-Yafo,Weizmann St. ,3.0,3.0,82,1
2106,15000000,Apartment,Tel Aviv-Yafo,Moshe Barazani St. ,4.0,10.0,240,2
2107,17500000,Duplex,Tel Aviv-Yafo,Mikhael Neeman St. ,5.0,10.0,225,2
2108,4800000,Apartment,Tel Aviv-Yafo,Prof. Yuval Neeman St. ,5.0,1.0,117,2
2109,6250000,Duplex,Tel Aviv-Yafo,Sderot Levi Eshkol ,5.0,5.0,144,1
2110,1495000,Apartment,Bat Yam,Elmaliakh St. ,3.5,2.0,65,0
2111,1350000,Apartment,Bat Yam,Henrietta Szold St.  19,3.0,4.0,75,0
2112,1090000,Apartment,Ramla,Sderot Herzl ,3.0,3.0,68,0
2113,735000,Apartment,Ramla,Shapira St. ,2.0,4.0,65,0
2114,820000,Apartment,Ramla,Yitshak Ben Zvi St.  1,2.0,4.0,45,0
2115,1150000,Apartment,Ramla,Sderot Ben Gurion ,3.5,8.0,84,0
2116,990000,Apartment,Ramla,Ha-Rav Avraham Hillel St.  6,3.5,1.0,75,0
2117,715000,Apartment,Ramla,Emile Zola St. ,3.0,3.0,65,0
2118,1180000,Apartment,Ramla,Sderot Ben Gurion ,3.5,3.0,84,0
2119,2170000,Apartment,Beer Yaakov,HaAlonim Boulevard ,5.0,5.0,130,2
2120,1700000,Apartment,Rishon LeTsiyon,David Wolffsohn St. ,4.5,2.0,120,0
2121,1720000,Apartment,Petah Tikva,Doctor Shifer St.  24,3.0,2.0,85,1
2122,6550000,Penthouse,Hod Hasharon,Yehoshua Ben Gamla St.  39,8.0,11.0,260,5
2123,1580000,Apartment,Bat Yam,Sheshet ha-Yamim St.  26,3.0,1.0,70,1
2124,1570000,Apartment,Holon,Ha-Histadrut St.  8,3.5,3.0,100,1
2125,2850000,Apartment,Tel Aviv-Yafo,HaYarkon St.  179,1.5,0.0,32,0
2126,3990000,Penthouse,Rishon LeTsiyon,Kheil ha-Khimush St.  38,5.0,10.0,120,3
2127,3500000,Apartment,Tel Aviv-Yafo,Yifrakh St. ,2.5,1.0,65,1
2128,2680000,Rooftop apt,Givatayim,Akhdut ha-Avoda St.  28,3.0,4.0,75,1
2129,5000000,Apartment,Tel Aviv-Yafo,King George St. ,5.0,2.0,136,0
2130,4400000,Mini penthouse,Tel Aviv-Yafo,Marc Chagall St. ,4.0,2.0,111,1
2131,2250000,Apartment,Tel Aviv-Yafo,Kokhavei Yitskhak St.  7,4.0,4.0,95,0
2132,9500000,Apartment,Tel Aviv-Yafo,Rothschild Boulevard  17,4.0,7.0,146,2
2133,8000000,Penthouse,Tel Aviv-Yafo,De Haas St.  3,4.0,5.0,115,1
2134,2550000,Rooftop apt,Givatayim,Akhdut ha-Avoda St.  28,3.0,4.0,75,1
2135,2550000,Rooftop apt,Givatayim,Katzenelson St.  31,3.0,4.0,75,1
2136,3400000,Apartment,Givatayim,Blokh St.  5,5.0,2.0,120,1
2137,7990000,Penthouse,Tel Aviv-Yafo,De Haas St.  3,4.0,5.0,115,1
2138,3150000,Apartment,Tel Aviv-Yafo,Tosefta St. ,3.0,1.0,70,1
2139,2790000,Garden apt,Giv'at Shmuel,Uzi'el St.  4,5.0,0.0,130,2
2140,6300000,Cottage/house,Modiin-Maccabim-Reut,Nahal Kishon St.  748,7.0,2.0,220,2
2141,2700000,Apartment,Rishon LeTsiyon,Kheil ha-Avir St.  3,4.0,13.0,104,2
2142,1695000,Apartment,Holon,Roter St.  5,3.5,1.0,90,0
2143,4500000,Penthouse,Holon,Ya'akov Fichman St.  11,6.0,12.0,190,2
2144,3470000,Apartment,Herzliya,Natan Elbaz St. ,4.0,3.0,100,2
2145,1400000,Apartment,Rehovot,Bar Kochva St.  2,3.0,3.0,69,0
2146,1690000,Apartment,Rishon LeTsiyon,David ha-Reuveni St.  7,4.0,5.0,84,1
2147,1350000,Apartment,Bat Yam,Khatsor St.  8,3.0,1.0,65,0
2148,4650000,Duplex,Tel Aviv-Yafo,Nissim Aloni St.  5,3.0,4.0,91,2
2149,1500000,Apartment,Bat Yam,Zamenhoff St. ,2.5,1.0,65,0
2150,2995000,Apartment,Holon,Yehoshua Hankin St.  94,5.5,7.0,125,2
2151,1400000,Apartment,Rehovot,Bar Kochva St.  2,3.0,3.0,69,0
2152,1380000,Apartment,Petah Tikva,Ha-Rav Unterman St.  10,3.0,2.0,65,0
2153,2850000,Apartment,Bat Yam,Ha-Neviim St. ,4.0,18.0,115,1
2154,1900000,Apartment,Rehovot,Doctor Moskovich St.  13,4.5,3.0,115,1
2155,6500000,Apartment,Tel Aviv-Yafo,Sderot Nordau ,4.0,5.0,96,1
2156,2100000,Apartment,Beer Yaakov,Ehud Manor St. ,4.5,9.0,107,1
2157,2190000,Apartment,Herzliya,Bar Ilan St.  10,4.5,3.0,115,2
2158,1670000,Penthouse,Kiryat Malakhi,Shoshanim St.  282,4.0,7.0,124,0
2159,1850000,Apartment,Rishon LeTsiyon,Zalman Shazar St.  19,4.0,2.0,105,0
2160,1950000,Cottage/house,Ariel,Through the Nachshonim  53,9.0,2.0,168,0
2161,1950000,Apartment,Rishon LeTsiyon,Tiomkin St.  6,4.0,5.0,104,1
2162,1825000,Apartment,Rishon LeTsiyon,Haim Saraf St. ,3.5,1.0,97,1
2163,2490000,Apartment,Rishon LeTsiyon,Usha St. ,5.0,1.0,125,1
2164,2430000,Rooftop apt,Rishon LeTsiyon,Tsvi Frank St. ,5.5,6.0,124,2
2165,3195000,Apartment,Rishon LeTsiyon,HaAluf David St. ,5.0,3.0,121,1
2166,1550000,Apartment,Rishon LeTsiyon,Ben Zeev St. ,3.0,1.0,79,0
2167,3495000,Cottage/house,Rishon LeTsiyon,Ha-Toren St.  17,6.0,3.0,2250,3
2168,1720000,Apartment,Rishon LeTsiyon,Ha-Khelmonit St. ,3.0,1.0,85,1
2169,1395000,Apartment,Rishon LeTsiyon,Eliezer Balaban St. ,2.5,6.0,50,1
2170,1495000,Apartment,Rishon LeTsiyon,Davidzon St. ,3.5,2.0,81,1
2171,3050000,Cottage/house,Rishon LeTsiyon,Ezra u-Vitsaron St. ,5.0,3.0,186,1
2172,2650000,Penthouse,Rishon LeTsiyon,Natan Bernitski St. ,4.0,6.0,100,1
2173,1940000,Apartment,Rishon LeTsiyon,Natan Bernitski St. ,4.0,6.0,100,1
2174,1690000,Apartment,Rishon LeTsiyon,Alkalai St. ,4.0,3.0,94,1
2175,1770000,Apartment,Rishon LeTsiyon,Reuven u-Vat Sheva St. ,4.0,1.0,97,0
2176,1950000,Apartment,Rishon LeTsiyon,Meonot Brakha St. ,4.0,3.0,102,1
2177,2080000,Apartment,Bat Yam,Derech Ben Gurion ,3.5,4.0,100,0
2178,3200000,Apartment,Jerusalem,Moshe Kol St.  30,4.0,3.0,100,4
2179,1720000,Apartment,Rishon LeTsiyon,Yehuda Halevi St. ,4.0,3.0,97,1
2180,1590000,Apartment,Bat Yam,HaAtsmaut Boulevard ,3.0,3.0,80,0
2181,2000000,Apartment,Rehovot,Yosef Kronenberg St.  15,5.0,2.0,125,1
2182,1680000,Apartment,Rehovot,Rambam St. ,3.0,1.0,82,1
2183,2680000,Apartment,Rehovot,Aharon Eisenberg St.  3,5.0,9.0,125,2
2184,1220000,Apartment,Rehovot,Seadya Gaon St.  30,3.0,3.0,65,1
2185,1430000,Apartment,Rehovot,Akhim Kibovich St.  34,3.5,4.0,90,1
2186,1675000,Apartment,Rishon LeTsiyon,Naaman St. ,4.0,3.0,115,0
2187,1700000,Apartment,Rishon LeTsiyon,Yalag St.  3,3.0,2.0,95,1
2188,4700000,Villa,Jerusalem,Mishpat Dreyfus St.  13,9.0,3.0,200,2
2189,1630000,Apartment,Holon,HaTeena St. ,3.0,1.0,65,1
2190,1220000,Apartment,Rehovot,HaAliya St.  11,3.0,4.0,75,0
2191,935000,Apartment,Ari'el,Derech HaTsiyonut  31,2.5,0.0,63,0
2192,2445000,Cottage/house,אריאל,Ha-Negev St.  29,9.0,2.0,228,2
2193,1750000,Apartment,Rishon LeTsiyon,Jabotinsky St. ,4.0,3.0,90,1
2194,1530000,Apartment,Holon,Sokolov St. ,3.0,2.0,65,0
2195,2440000,Apartment,Rehovot,Yaakov St. ,5.0,10.0,122,2
2196,2080000,Apartment,Bet Shemesh,Ha-Aliya St.  7,5.0,2.0,120,2
2197,3290000,Duplex,Rishon LeTsiyon,Arye Ben Eliezer St. ,6.5,2.0,174,1
2198,1960000,Apartment,Holon,Yud Alef be-Adar St. ,4.0,1.0,90,1
2199,2280000,Apartment,Rishon LeTsiyon,Siterman Michael st. ,3.0,2.0,80,2
2200,3700000,Apartment,Rishon LeTsiyon,HaAluf David St. ,5.0,6.0,130,1
2201,1625000,Apartment,Rishon LeTsiyon,Tsvi Herman Shapira St. ,4.0,2.0,100,1
2202,2230000,Duplex,Rishon LeTsiyon,Mordekhai Moteleh Rosenstein St.  25,5.0,3.0,110,1
2203,2590000,Apartment,Rishon LeTsiyon,Mordekhai Moteleh Rosenstein St.  8,5.0,2.0,2590000,1
2204,2050000,Apartment,Rishon LeTsiyon,Hannah U-Michael Levin St. ,4.5,6.0,107,1
2205,1550000,Apartment,Bat Yam,Ha-Tsipornim St.  3,3.0,2.0,68,0
2206,1830000,Apartment,Beer Yaakov,Ehud Manor St. ,3.0,1.0,78,1
2207,4500000,Rooftop apt,Tel Aviv-Yafo,Bacher St. ,4.0,1.0,130,4
2208,3950000,Duplex,Bat Yam,Derech Ben Gurion  85,6.0,7.0,260,2
2209,2360000,Apartment,Bat Yam,Dolfin St. ,5.0,1.0,120,1
2210,2490000,Cottage/house,Holon,Kiryati St. ,4.0,1.0,128,0
2211,1720000,Apartment,Holon,Anielewicz St. ,4.0,1.0,85,0
2212,1195000,Apartment,Bat Yam,Nitsana St.  21,3.0,2.0,65,0
2213,2990000,Apartment,Holon,HaMarganit St. ,4.0,9.0,143,2
2214,1250000,Apartment,Bat Yam,Berl Katzenelson St. ,2.5,1.0,62,0
2215,1565000,Apartment,Holon,Haim Weizman St. ,4.0,4.0,100,0
2216,1490000,Apartment,Holon,HaMetsuda St. ,3.0,0.0,60,0
2217,1290000,Apartment,Holon,Abarbanel St. ,2.5,1.0,67,1
2218,1890000,Rooftop apt,Holon,Lehi St.  4,3.5,1.0,130,0
2219,2775000,Apartment,Bat Yam,Yerushalayim St. ,4.0,19.0,104,1
2220,1295000,Apartment,Bat Yam,Balfour St. ,2.5,3.0,70,0
2221,3490000,Apartment,Holon,Heynts Cohen St. ,5.0,19.0,130,2
2222,1865000,Apartment,Holon,Alufei Tsahal St. ,5.0,3.0,112,0
2223,1600000,Apartment,Holon,Kdoshei Kahir St. ,3.5,11.0,75,0
2224,1950000,Apartment,Bat Yam,Ha-Neviim St. ,4.0,5.0,91,0
2225,3290000,Apartment,Bat Yam,HaAtsmaut Boulevard ,4.0,1.0,110,1
2226,2690000,Apartment,Azor,Jabotinski St. ,5.0,6.0,120,2
2227,1645000,Apartment,Holon,Kdoshei Kahir St. ,3.0,6.0,75,0
2228,1370000,Apartment,Holon,Eilat St. ,3.0,1.0,85,0
2229,1395000,Apartment,Bat Yam,HaShomer St. ,4.0,4.0,83,0
2230,2990000,Apartment,Rishon LeTsiyon,Rehavam Zeevi Boulevard ,4.0,12.0,107,1
2231,1195000,Apartment,Holon,Yehoshua Hankin St. ,2.0,2.0,50,0
2232,1290000,Apartment,Bat Yam,Moshe Sharet St. ,3.0,4.0,70,0
2233,2900000,Apartment,Holon,HaMarganit St. ,5.0,7.0,110,1
2234,1250000,Apartment,Holon,HaGra St. ,2.0,1.0,60,0
2235,3290000,Apartment,Bat Yam,Yitshak Sadeh St. ,5.0,4.0,135,2
2236,1490000,Apartment,Holon,Ha-Maapilim St. ,3.0,3.0,84,0
2237,1990000,Apartment,Holon,Reuven Barkat St. ,5.0,1.0,110,1
2238,2790000,Apartment,Holon,Dganya St. ,5.0,2.0,120,1
2239,1375000,Apartment,Holon,HaGra St. ,3.0,3.0,70,0
2240,1290000,Apartment,Bat Yam,Ha-Tkhiya St.  3,2.0,3.0,45,0
2241,2685000,Cottage/house,Holon,Eilat St. ,4.0,1.0,120,0
2242,1470000,Apartment,Bat Yam,Kaf-Tet Be'November St.  15,3.0,4.0,70,0
2243,1375000,Apartment,Holon,Ha-Maapilim St. ,3.0,2.0,55,0
2244,4850000,Penthouse,Jerusalem,Heikhal ha-Mishpat St.  2,5.0,8.0,162,2
2245,3150000,Apartment,Yehud-Monosson,Tamar St.  1,5.0,8.0,132,1
